record_set,record_id,name,MW,LogP,leverage,leverage_threshold,in_leverage_domain,in_simple_MW_LogP_range
experimental_training_214,174,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,622.5390000000003,1.6082,0.18149756530165756,0.16822429906542055,False,True
experimental_training_214,175,O=C(O)CNCP(=O)(O)O,169.073,-1.2042000000000002,0.05693857632643199,0.16822429906542055,True,True
experimental_training_214,176,O=C(O)CS,92.119,0.0008,0.024525940260400156,0.16822429906542055,True,True
experimental_training_214,177,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.153,4.364100000000001,0.04023998368478143,0.16822429906542055,True,True
experimental_training_214,178,O=C(O)c1ccccc1,122.12299999999996,1.3848,0.021417746523604304,0.16822429906542055,True,True
experimental_training_214,179,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,281.23299999999995,4.1472000000000016,0.05351937130945955,0.16822429906542055,True,True
experimental_training_214,180,O=C(O)c1ccccc1O,138.122,1.0903999999999998,0.0210078825583446,0.16822429906542055,True,True
experimental_training_214,181,O=C(c1ccccc1)c1ccccc1,182.222,2.917600000000001,0.028024695640096308,0.16822429906542055,True,True
experimental_training_214,182,O=C=Nc1ccc(Br)cc1,198.019,2.4164000000000003,0.03750293957591715,0.16822429906542055,True,True
experimental_training_214,183,O=CC=Cc1ccccc1,132.16199999999998,1.8987,0.031706206183054336,0.16822429906542055,True,True
experimental_training_214,184,O=NN(CCO)CCO,134.13500000000002,-1.0456,0.038145416068600606,0.16822429906542055,True,True
experimental_training_214,185,O=P1(N(CCCl)CCCl)NCCCO1,261.089,1.884,0.057931846140856176,0.16822429906542055,True,True
experimental_training_214,186,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,250.275,1.9305999999999996,0.022280940567343102,0.16822429906542055,True,True
experimental_training_214,187,O=[N+]([O-])OC1COC2C(O)COC12,191.139,-1.2782000000000002,0.07138858506137592,0.16822429906542055,True,True
experimental_training_214,188,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,236.13599999999997,-1.0621999999999998,0.17452893987024948,0.16822429906542055,False,True
experimental_training_214,189,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,202.55299999999997,2.1564000000000005,0.08155259896467262,0.16822429906542055,True,True
experimental_training_214,190,O=[N+]([O-])c1ccccc1,123.11099999999996,1.5948,0.02600996087971853,0.16822429906542055,True,True
experimental_training_214,191,O=c1[nH]cc(F)c(=O)[nH]1,130.078,-0.7977000000000001,0.04601918269916818,0.16822429906542055,True,True
experimental_training_214,192,OB(O)O,61.83300000000001,-2.0518,0.07472085074478095,0.16822429906542055,True,True
